video_name,frame_paths,frame_numbers,text_label,category_en,light_conditions,weather,scene,source_category
00269.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00269\pre_event\00269_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00269\pre_event\00269_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00269\pre_event\00269_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00269\pre_event\00269_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00269\pre_event\00269_pre_05.jpg,89|97|104|112|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Normal,Cloudy,Urban,1
00294.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00294\pre_event\00294_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00294\pre_event\00294_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00294\pre_event\00294_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00294\pre_event\00294_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00294\pre_event\00294_pre_05.jpg,27|50|74|97|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00838.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00838\pre_event\00838_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00838\pre_event\00838_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00838\pre_event\00838_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00838\pre_event\00838_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00838\pre_event\00838_pre_05.jpg,17|43|68|94|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Highway,8
00658.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00658\pre_event\00658_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00658\pre_event\00658_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00658\pre_event\00658_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00658\pre_event\00658_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00658\pre_event\00658_pre_05.jpg,108|111|114|117|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Highway,5
00138.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00138\pre_event\00138_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00138\pre_event\00138_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00138\pre_event\00138_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00138\pre_event\00138_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00138\pre_event\00138_pre_05.jpg,63|77|92|106|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Clear,Highway,7
00608.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00608\pre_event\00608_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00608\pre_event\00608_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00608\pre_event\00608_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00608\pre_event\00608_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00608\pre_event\00608_pre_05.jpg,32|54|76|98|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Urban,8
00023.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00023\pre_event\00023_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00023\pre_event\00023_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00023\pre_event\00023_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00023\pre_event\00023_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00023\pre_event\00023_pre_05.jpg,92|99|106|113|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Cloudy,Urban,2
00626.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00626\pre_event\00626_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00626\pre_event\00626_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00626\pre_event\00626_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00626\pre_event\00626_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00626\pre_event\00626_pre_05.jpg,73|85|96|108|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction frontal center collision conflict.",opposite-direction frontal center collision conflict,Normal,Clear,Urban,3
00244.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00244\pre_event\00244_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00244\pre_event\00244_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00244\pre_event\00244_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00244\pre_event\00244_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00244\pre_event\00244_pre_05.jpg,85|94|102|111|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a opposite-direction frontal center collision conflict.",opposite-direction frontal center collision conflict,Normal,Cloudy,Urban,3
00444.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00444\pre_event\00444_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00444\pre_event\00444_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00444\pre_event\00444_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00444\pre_event\00444_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00444\pre_event\00444_pre_05.jpg,35|56|78|99|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Urban,8
00872.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00872\pre_event\00872_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00872\pre_event\00872_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00872\pre_event\00872_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00872\pre_event\00872_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00872\pre_event\00872_pre_05.jpg,91|98|106|113|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Highway,5
00000.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00000\pre_event\00000_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00000\pre_event\00000_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00000\pre_event\00000_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00000\pre_event\00000_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00000\pre_event\00000_pre_05.jpg,74|86|97|108|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Clear,Urban,7
00466.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00466\pre_event\00466_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00466\pre_event\00466_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00466\pre_event\00466_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00466\pre_event\00466_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00466\pre_event\00466_pre_05.jpg,78|88|99|110|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Normal,Clear,Urban,1
00283.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00283\pre_event\00283_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00283\pre_event\00283_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00283\pre_event\00283_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00283\pre_event\00283_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00283\pre_event\00283_pre_05.jpg,86|94|103|112|120,"A pre-crash dashcam traffic scene on a highway road, under dark light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Dark,Clear,Highway,5
00517.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00517\pre_event\00517_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00517\pre_event\00517_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00517\pre_event\00517_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00517\pre_event\00517_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00517\pre_event\00517_pre_05.jpg,69|82|94|107|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Cloudy,Urban,2
00740.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00740\pre_event\00740_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00740\pre_event\00740_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00740\pre_event\00740_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00740\pre_event\00740_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00740\pre_event\00740_pre_05.jpg,39|59|80|100|120,"A pre-crash dashcam traffic scene on a sub-urban road, under normal light and clear weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Normal,Clear,Sub-urban,1
00640.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00640\pre_event\00640_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00640\pre_event\00640_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00640\pre_event\00640_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00640\pre_event\00640_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00640\pre_event\00640_pre_05.jpg,35|56|78|99|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Clear,Highway,5
00911.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00911\pre_event\00911_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00911\pre_event\00911_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00911\pre_event\00911_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00911\pre_event\00911_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00911\pre_event\00911_pre_05.jpg,92|99|106|113|120,"A pre-crash dashcam traffic scene on a other road, under normal light and clear weather, showing a same-direction right-rear collision conflict.",same-direction right-rear collision conflict,Normal,Clear,Other,4
00522.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00522\pre_event\00522_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00522\pre_event\00522_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00522\pre_event\00522_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00522\pre_event\00522_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00522\pre_event\00522_pre_05.jpg,19|44|70|95|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction right-rear collision conflict.",same-direction right-rear collision conflict,Normal,Clear,Urban,4
00747.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00747\pre_event\00747_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00747\pre_event\00747_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00747\pre_event\00747_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00747\pre_event\00747_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00747\pre_event\00747_pre_05.jpg,64|78|92|106|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Clear,Highway,7
